,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
ADSK,0.00010073959648921974,0.00012763802104932904,0.00012695000135760326,0.00010902598135591742,0.00014692113465731958,0.00018443694948248982,0.00018735180416133042,0.00018792718599994104,0.00010006027743269451,7.684647724316684e-05,0.00040076579193953736,2.8326938639398008e-05,0.00013326949536050507,0.00015510007636888051,0.00019161417597632355,0.0002659703642883193,0.0001539306770685364,0.0002891616214757055,0.0002434740680943629,0.0002061279365012541,0.000253040862385258,0.0002335539135367072,0.00026284746817520767,0.000241059848453667,0.00015856289463953406
6861.T,7.68281590034245e-06,9.366133744924356e-07,2.7148365938668106e-05,1.5270851267910432e-05,2.429042544079934e-05,7.449764183834218e-07,2.48780507284724e-05,3.1520089258487764e-05,3.52856883278812e-05,1.601104866430354e-05,2.8326938639398008e-05,0.00040792456839041795,1.5008071673260433e-05,1.1400505133778113e-05,8.842639791601052e-06,2.545835781180718e-05,8.892172269442592e-05,3.6937851566188694e-05,3.5694683954740074e-05,4.149619656570239e-05,2.1422278747390966e-05,2.4251610114407924e-05,3.5230678120431254e-05,3.819901233780049e-05,9.266127633656574e-05
DHR,7.65462173347805e-05,9.714656303206002e-05,9.40460281858387e-05,8.512478599768674e-05,0.0001238887867516122,0.00010689347979301941,0.00015679554521841246,0.00014243981346304425,7.556743282044721e-05,6.340059820250784e-05,0.00013326949536050507,1.5008071673260433e-05,0.0003252972177930338,0.00013301069303952727,0.00012950829298602479,0.0001382291380362615,0.00012772016423857896,0.00015552508216756773,0.00015054493012419952,0.00015023397745003549,0.00016419370589879355,0.00013441086147028973,0.00016523377543551298,0.00016774282963076737,0.0002946604227039958
CSGP,9.062800709971918e-05,0.00011036960167591498,9.411905735409886e-05,8.400509626661022e-05,0.00012733702110007822,0.00014014859568450347,0.00014435825097452337,0.0001501789165824679,9.210596323411621e-05,5.6259775707117366e-05,0.00015510007636888051,1.1400505133778113e-05,0.00013301069303952727,0.0003715692259084245,0.0001424718241420315,0.0001570449364451356,9.031521558974603e-05,0.0001661008824664069,0.00013631028414607798,0.00010355587483409433,0.00015352945249905026,0.00015860127586374425,0.0001651437759599972,0.00015950133654722142,0.00019838594873785066
ISRG,8.856096836946502e-05,9.684511391845307e-05,0.00011486843725306028,0.00010319730813172105,0.0001415689886991767,0.00013692257945942984,0.00015992365451110072,0.00016869484737118258,3.207699895002332e-05,7.767459633242184e-05,0.00019161417597632355,8.842639791601052e-06,0.00012950829298602479,0.0001424718241420315,0.00039999281131457336,0.00016990465607156295,0.00015465045676214462,0.0002256365297809974,0.00020738099522279327,0.00019588433745033345,0.0002490435457592819,0.00020598926079261275,0.00019609981167552237,0.0002395158574499384,0.0001262059934181213
WDAY,8.689674346580689e-05,0.0001341415843047482,0.00012993825061497453,0.00012409916675259702,0.000135928506481549,0.00019797268070099598,0.00017508990439836419,0.00017127241033522704,8.692264182768164e-05,8.812075291987386e-05,0.0002659703642883193,2.545835781180718e-05,0.0001382291380362615,0.0001570449364451356,0.00016990465607156295,0.0005553436030477484,0.00011934904321854659,0.00033364603584356146,0.00023491490510102312,0.00017897889765866433,0.0002112261350332321,0.0002350717572973582,0.0002320057642595413,0.0002538348963993461,0.00019661436083780051
VACNY,5.6608534903354165e-05,7.624647377498006e-05,7.992021854552683e-05,6.362472591818262e-05,0.00011191350631114134,9.834983535195952e-05,0.00014031306344391932,0.00014884785481983045,4.8273815586836155e-05,5.855846489242059e-05,0.0001539306770685364,8.892172269442592e-05,0.00012772016423857896,9.031521558974603e-05,0.00015465045676214462,0.00011934904321854659,0.000785364648209169,0.00017643434405750444,0.00023059366754821844,0.00026345930004478406,0.00035665299512780964,0.00017752330249797617,0.000211482630762531,0.0002471198841563625,0.00016113134512593102
NOW,0.00010202449508156549,0.00014193275667292692,0.00012848495417492055,0.0001218690152161539,0.00016440628250551456,0.00021500293997022158,0.00020379347185273271,0.00020310014053513488,8.370625371452884e-05,0.00010666443630700113,0.0002891616214757055,3.6937851566188694e-05,0.00015552508216756773,0.0001661008824664069,0.0002256365297809974,0.00033364603584356146,0.00017643434405750444,0.0005962302785205757,0.0003067510338453675,0.00026190310888531734,0.0002916909283200023,0.00027753601617040436,0.0002916900721292218,0.00031191354522470797,0.00017573385947490603
CDNS,8.696560002238588e-05,0.0001351038529023893,0.00011408783613296818,0.00010696212384916707,0.0001387502671421022,0.0001485076423644466,0.00016115435008119883,0.00017035361952994374,7.37782865596392e-05,9.355340058624094e-05,0.0002434740680943629,3.5694683954740074e-05,0.00015054493012419952,0.00013631028414607798,0.00020738099522279327,0.00023491490510102312,0.00023059366754821844,0.0003067510338453675,0.000513666443332171,0.00032476302109885096,0.0003639074660173063,0.0002008975364042772,0.00028464590904505124,0.0005127123380196517,0.00015351235869355973
TSM,6.405840629615379e-05,8.913386282698282e-05,9.066664512555395e-05,8.279995789488042e-05,0.00011566622959576592,0.0001238309600337338,0.00013872029490295012,0.00014736337965395264,5.8083536070303964e-05,9.161763695887405e-05,0.0002061279365012541,4.149619656570239e-05,0.00015023397745003549,0.00010355587483409433,0.00019588433745033345,0.00017897889765866433,0.00026345930004478406,0.00026190310888531734,0.00032476302109885096,0.0006307495722421175,0.0004587761019265082,0.00018698267297430522,0.0002557172621261366,0.00030348837261611036,0.0001858801281427626
ASML,8.433264603414569e-05,0.00011791601771362985,0.00011996074053691147,0.00010404648331350448,0.00014327054912288475,0.0001567771542707733,0.00018255601769585659,0.00018491136437724962,5.7417088182592165e-05,9.247240783315691e-05,0.000253040862385258,2.1422278747390966e-05,0.00016419370589879355,0.00015352945249905026,0.0002490435457592819,0.0002112261350332321,0.00035665299512780964,0.0002916909283200023,0.0003639074660173063,0.0004587761019265082,0.0007065724157532632,0.0002224052305775223,0.00028238587966207795,0.0003915371682303562,0.00020208283931594492
FICO,0.00010406333638527318,0.00013622407169292154,0.00012977641544234845,0.00012280648677548517,0.00016405784345635633,0.00017445033033830512,0.00018185496599249816,0.00021819890705405607,8.406349686151977e-05,0.00010670149558210481,0.0002335539135367072,2.4251610114407924e-05,0.00013441086147028973,0.00015860127586374425,0.00020598926079261275,0.0002350717572973582,0.00017752330249797617,0.00027753601617040436,0.0002008975364042772,0.00018698267297430522,0.0002224052305775223,0.0006474041093186497,0.0002505831735599052,0.00021974747660054138,8.501538854197454e-05
FOUR,0.00010941601957490844,0.0001273665693350278,0.00015098501597082516,0.00014625969311972428,0.00017143095463443552,0.00018275138039749094,0.00019715989283612562,0.00020783805808873986,0.0001579660000049469,0.0001012046460177424,0.00026284746817520767,3.5230678120431254e-05,0.00016523377543551298,0.0001651437759599972,0.00019609981167552237,0.0002320057642595413,0.000211482630762531,0.0002916900721292218,0.00028464590904505124,0.0002557172621261366,0.00028238587966207795,0.0002505831735599052,0.000980748299144285,0.0002923152036415385,0.0001980402344241687
SNPS,9.5556602288565e-05,0.00015197276101677716,0.00013220375305524946,0.0001274674926214614,0.00015081853946166405,0.0001826309490124036,0.0001712867942300727,0.00018299420745449113,7.599527907738687e-05,9.286809293564259e-05,0.000241059848453667,3.819901233780049e-05,0.00016774282963076737,0.00015950133654722142,0.0002395158574499384,0.0002538348963993461,0.0002471198841563625,0.00031191354522470797,0.0005127123380196517,0.00030348837261611036,0.0003915371682303562,0.00021974747660054138,0.0002923152036415385,0.0008586752572669227,0.00021314798699619014
MRVI,8.238469044141552e-05,6.938048473321208e-05,0.00011516733448918169,0.00011987166889296084,0.00012727116444501076,0.00013349980139551565,0.00012483432304252485,0.00015143595705786032,0.00012807996918066006,5.091747278474327e-05,0.00015856289463953406,9.266127633656574e-05,0.0002946604227039958,0.00019838594873785066,0.0001262059934181213,0.00019661436083780051,0.00016113134512593102,0.00017573385947490603,0.00015351235869355973,0.0001858801281427626,0.00020208283931594492,8.501538854197454e-05,0.0001980402344241687,0.00021314798699619014,0.0025882623669918493
