,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
ADSK,0.006864306456972724,0.017714775086455633,0.012215994813714978,0.011057643733440451,0.004900177231770453,0.029619633116031507,0.010993727895948706,0.011961730078391051,0.004176264526180669,0.003661087407578356,0.07540022815225633,-0.006720883877702056,-0.00223589288507096,0.014790799721092802,0.02167454234006152,0.03540088199057813,0.0032623407483814994,0.03437036252084267,0.018849253009574428,-0.010003803478365225,0.0002780043573404336,0.04947337773502757,0.01918917023721101,0.023416369326583947,-0.009111374116116308
6861.T,-0.00491808537165021,-0.005219967691767037,-0.00188929794362367,-0.0053213408078547735,-0.007799827562979615,-0.011848614454404383,-0.005282053894301863,-0.007308998467165294,-0.00013634784295335955,-0.00931904103023116,-0.006720883877702056,0.05715526030589877,0.018497624864096982,0.0031245767001855736,-0.0069900399235668905,-0.010964281674292871,0.00907623913656567,0.002631977671029305,-0.0045699093865965434,0.012907836341873228,0.012440444585095753,0.0131787591357929,0.004469256243607366,-0.01822381436844969,0.03797813608299498
DHR,-0.0007057664649447285,0.017066804469685757,0.021771469300455842,0.03067887988166132,0.009655293492659683,-0.018777739417383123,-0.0006149434145650382,0.02046788406628294,-0.0010105872063830412,-0.008508440194343771,-0.00223589288507096,0.018497624864096982,0.14002565232265357,0.027623172036474363,0.026798834214009817,-0.02416167345415092,0.010669098816363205,0.005610617384312922,0.039118240981060655,0.03259246198384888,0.03551417773673755,-0.002678772250556597,0.014708960588997677,0.07103568681217479,0.1412231014725117
CSGP,0.01678665650555656,0.015461141423600219,0.0120672662789604,0.009717613333621648,0.009329567237281374,0.019272519711613995,0.0052774379583764176,0.013658811476115808,0.006452085017795391,0.009837739782552571,0.014790799721092802,0.0031245767001855736,0.027623172036474363,0.06577458125252265,0.011945910165849059,0.009821942599628647,0.008314884475431944,0.019000188448782696,0.03561949616932271,0.004245022832431555,0.01998854697275439,0.027217285703568114,0.010330590892549433,0.08323619894678214,0.014541685285316651
ISRG,0.016710089595944944,0.013902620169828161,0.007117889367242627,0.013484234238751697,0.010614899341051235,0.018518443587589733,0.031831780027071196,0.018113711698846686,0.013234113371037694,0.0070198355106560785,0.02167454234006152,-0.0069900399235668905,0.026798834214009817,0.011945910165849059,0.08125205748529438,0.02053623563852112,0.024694469836535827,0.01804279105062501,0.032325721130994384,0.01144479691891767,0.012765731749271371,0.04216826334132554,0.029544321743246643,0.11612538798132899,0.025375828178603937
WDAY,0.018304242074110882,0.02938989528875723,0.019442552867231382,0.02320446799403456,0.016271494627748205,0.04603929078924852,0.02936186504684479,0.022860308796203363,0.013181067256254656,0.024768001150680476,0.03540088199057813,-0.010964281674292871,-0.02416167345415092,0.009821942599628647,0.02053623563852112,0.11833075287969379,-0.030508545421913797,0.04674022238974064,0.020079740656500606,-0.006895811710936387,-0.01518011469071731,0.03762716397234316,0.011493238367164472,0.06514749519807525,-0.03984663638320931
VACNY,-0.0125626061388538,0.001691334868134754,0.004113226445323182,-0.011058684240780053,-0.030507836691194966,-0.026503280167314132,0.0059571692949309495,-0.006876218174020876,-0.01722203205733783,-0.029149863857190858,0.0032623407483814994,0.00907623913656567,0.010669098816363205,0.008314884475431944,0.024694469836535827,-0.030508545421913797,0.2595425126553239,-0.007369010860581396,0.03847904244559365,0.06245656005190971,0.1120387814200864,0.12142542474821623,0.045638102839477016,0.08474085082096679,0.015430575672061186
NOW,0.012532382772768648,0.023479699670070388,0.01775093927490986,0.019035018397421888,0.017964171689772372,0.027989675115170094,0.025221182052573194,0.023031665084887035,0.00665331007461513,0.014159994220725126,0.03437036252084267,0.002631977671029305,0.005610617384312922,0.019000188448782696,0.01804279105062501,0.04674022238974064,-0.007369010860581396,0.08545719171033515,0.04360765029940931,0.00022179926270360077,0.015322674330823422,0.03444570881465649,0.036487354344287466,0.056749586486498235,0.006377824359573037
CDNS,0.017307702450544686,0.020653958203577308,0.018499446378257234,0.020156940528697827,0.010820205396562456,0.021469834203902284,0.01076702856513643,0.014710022439754672,0.0037520861460815817,0.00269107103433404,0.018849253009574428,-0.0045699093865965434,0.039118240981060655,0.03561949616932271,0.032325721130994384,0.020079740656500606,0.03847904244559365,0.04360765029940931,0.1351328442181669,0.011652392338609346,0.04949401097998814,-0.0002768762929850178,0.04065979148387089,0.3006379320276302,0.05646082068422501
TSM,-0.005307219915545669,0.0022699505851526327,-0.0027805876955914145,0.0011697422624503356,-0.008484006225289224,-0.021613925971570344,-3.0701958709288236e-06,0.0030998316851303894,-0.006962409880968295,-0.008521340556812276,-0.010003803478365225,0.012907836341873228,0.03259246198384888,0.004245022832431555,0.01144479691891767,-0.006895811710936387,0.06245656005190971,0.00022179926270360077,0.011652392338609346,0.09197390217103302,0.051470725161225556,0.003025572740768646,0.010099469799512414,-0.056982828640726305,0.06479820423372326
ASML,-0.010572574076840625,-0.0004823348749662466,0.006342501392284097,0.005443049178322384,-0.014943267607149535,-0.01596372207993051,-0.0021209702623162458,9.238220609749317e-05,-0.004711309427712633,-0.01891119084960671,0.0002780043573404336,0.012440444585095753,0.03551417773673755,0.01998854697275439,0.012765731749271371,-0.01518011469071731,0.1120387814200864,0.015322674330823422,0.04949401097998814,0.051470725161225556,0.13365698089524383,0.03586188252629032,0.03206719113380284,0.11257084646376163,0.1009255551376361
FICO,0.0026753659655817117,0.01918795921021642,0.0289137587714836,0.02107802781097732,0.01055799918383768,0.009097270381425358,0.04599006995018912,0.04220086760011844,0.004641326258144522,0.027076194585445797,0.04947337773502757,0.0131787591357929,-0.002678772250556597,0.027217285703568114,0.04216826334132554,0.03762716397234316,0.12142542474821623,0.03444570881465649,-0.0002768762929850178,0.003025572740768646,0.03586188252629032,0.36733439954417574,0.051737566569384,0.004177399527796053,-0.022174214462040907
FOUR,0.007093676804646631,0.015595651810813422,0.024938777846477037,0.024099978563926528,0.022779419791970252,0.009888519919504311,0.039415752239184795,0.031176802463093317,0.01568270739584357,0.006539038355746507,0.01918917023721101,0.004469256243607366,0.014708960588997677,0.010330590892549433,0.029544321743246643,0.011493238367164472,0.045638102839477016,0.036487354344287466,0.04065979148387089,0.010099469799512414,0.03206719113380284,0.051737566569384,0.1594815878342501,0.08303221653834608,0.03856208390037961
SNPS,0.040606254880921795,0.044871879383518,0.03786905413175473,0.05356497621919107,0.018046744198020995,0.07469616526185058,0.028192002045616917,0.015073629789030122,0.032305319098993715,-0.0028818038104919497,0.023416369326583947,-0.01822381436844969,0.07103568681217479,0.08323619894678214,0.11612538798132899,0.06514749519807525,0.08474085082096679,0.056749586486498235,0.3006379320276302,-0.056982828640726305,0.11257084646376163,0.004177399527796053,0.08303221653834608,1.306672954201634,0.149735983923578
MRVI,-0.011126478161873395,-0.007155437191247252,0.025972688273609257,0.04206890809457749,0.017946278534187576,-0.04568476528942181,-0.020661510038435995,0.030509516453893222,0.06220017417979971,-0.033389391681758876,-0.009111374116116308,0.03797813608299498,0.1412231014725117,0.014541685285316651,0.025375828178603937,-0.03984663638320931,0.015430575672061186,0.006377824359573037,0.05646082068422501,0.06479820423372326,0.1009255551376361,-0.022174214462040907,0.03856208390037961,0.149735983923578,0.591469518270485
