,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
DHR,0.3519984558035983,0.43675833234566774,0.4025152922655706,0.37641557771266715,0.4757557628359618,0.33056127919686135,0.4512887420751626,0.4816979575430795,0.18684629625013355,0.21090277723216902,0.3691010295126752,0.041199769784987086,0.9999999999999998,0.38258374413214763,0.35903047325575926,0.32522096837145226,0.2526874191486942,0.3531451543215773,0.3682861293147318,0.331664896874445,0.34248218950721043,0.29289129504988737,0.2925363712764633,0.31738713272426855,0.3211274895782165
CSGP,0.3899417709232217,0.46428380993781876,0.3769118573422697,0.3475661669657863,0.45753787323459033,0.40551770578131296,0.38876100593757146,0.47519589586550437,0.2130874534043493,0.17510850696645847,0.4019266659655781,0.029282914152858917,0.38258374413214763,1.0000000000000002,0.3695583529478969,0.34571894773323036,0.16718810678918425,0.35289463619512096,0.31200974365410034,0.213907686532337,0.2996356565080001,0.32336951998255736,0.27356690667199435,0.2823774313275505,0.2022958115575724
ISRG,0.3672598581235935,0.3926499572622358,0.4433602157248903,0.4115228980417671,0.4902688140488129,0.3818474710591082,0.41509506191115314,0.5144691145136646,0.0715249620626514,0.23301400760331548,0.4785818459472577,0.021891015564233677,0.35903047325575926,0.3695583529478969,1.0,0.360494215583948,0.2759239761507868,0.4620365210134277,0.45751176195691395,0.38998251574150616,0.46845821416757194,0.40479091813181467,0.3130922384917904,0.40868971092634837,0.12403656701206622
WDAY,0.3058298085826513,0.4615688351381272,0.4256358781641304,0.4199907332129828,0.3995046976557244,0.4685601139341729,0.3856924817137128,0.44329221650295036,0.16449095794375532,0.22435018392318212,0.5637765907791453,0.05348839518662071,0.32522096837145226,0.34571894773323036,0.360494215583948,1.0,0.18071840327693234,0.5798265115590163,0.43983429437146077,0.3024074316722307,0.3372006679882709,0.3920413186234182,0.31436856060415835,0.3675834639093095,0.16399484628365968
VACNY,0.16753418578158408,0.22061651629133913,0.22014209178972652,0.18106811472087142,0.27659164712373585,0.19573969291775686,0.25991023801570956,0.32395932757873125,0.07681852290992659,0.12536696914184192,0.27437477611181693,0.15710219835239325,0.2526874191486942,0.16718810678918425,0.2759239761507868,0.18071840327693234,1.0,0.2578341503038678,0.36305389879635197,0.37432546878017114,0.4787754376541259,0.2489613719116569,0.24096848556476103,0.30092449686559236,0.11301607217784233
NOW,0.34654101181905067,0.47133485583745566,0.406188254091932,0.3980503568657315,0.4663410303362458,0.491109488034248,0.4332556240828645,0.5073256183402307,0.15287655628840693,0.26208474714485513,0.5915457187903259,0.07489877019621925,0.3531451543215773,0.35289463619512096,0.4620365210134277,0.5798265115590163,0.2578341503038678,1.0,0.5542917618482635,0.42707599146608166,0.4494046581847607,0.4467089055203246,0.3814484482234585,0.4359259743402341,0.14146346278312258
CDNS,0.3182468389949444,0.48337153305059555,0.3885803594680857,0.376392663360819,0.4240191416110025,0.3654678224077921,0.3691155912337363,0.45845250594466197,0.14517036427728214,0.24765556897235916,0.5366199227385445,0.07797816518362792,0.3682861293147318,0.31200974365410034,0.45751176195691395,0.43983429437146077,0.36305389879635197,0.5542917618482635,1.0,0.5705549700846935,0.6040488040300865,0.3483744432104464,0.40103803815138983,0.7720024818094587,0.13313694832533415
TSM,0.2115460136262211,0.2877850167521846,0.27867702397089417,0.26293800474208234,0.3189850496447367,0.2750057011117935,0.28672956481372375,0.35788597042493786,0.10313701667559673,0.21886671585689518,0.40998035870964233,0.08180688922100493,0.331664896874445,0.213907686532337,0.38998251574150616,0.3024074316722307,0.37432546878017114,0.42707599146608166,0.5705549700846935,0.9999999999999998,0.6872171123428028,0.2926072992752331,0.32512680913921954,0.41238142979985815,0.1454790083256741
ASML,0.26313255709908123,0.3597065926428339,0.34837172490411,0.312176923289195,0.3733110267574979,0.3289617303321298,0.35651578926212807,0.4242959112742637,0.09632806226051809,0.20871946084963489,0.4755180397016452,0.039902250922397575,0.34248218950721043,0.2996356565080001,0.46845821416757194,0.3372006679882709,0.4787754376541259,0.4494046581847607,0.6040488040300865,0.6872171123428028,1.0,0.3288356781014843,0.3392234411337451,0.502666776442788,0.1494331484815935
FICO,0.3392088842925567,0.4341302661530851,0.3937224225903458,0.3849331475767806,0.4465822985880677,0.38240627485882195,0.37102091630737866,0.5230562888161165,0.14733628841430438,0.2516007309236482,0.4585155837860012,0.04719140640049339,0.29289129504988737,0.32336951998255736,0.40479091813181467,0.3920413186234182,0.2489613719116569,0.4467089055203246,0.3483744432104464,0.2926072992752331,0.3288356781014843,1.0000000000000002,0.3144744726202745,0.2947282031677214,0.06567584500350365
FOUR,0.2897739416640959,0.32978477548167784,0.3721664052534765,0.3724754088045521,0.3791426959615294,0.3254788882374253,0.3268140704481015,0.4047900951639731,0.22494422015937662,0.1938879353067115,0.41925639341498366,0.05569962732452313,0.2925363712764633,0.27356690667199435,0.3130922384917904,0.31436856060415835,0.24096848556476103,0.3814484482234585,0.40103803815138983,0.32512680913921954,0.3392234411337451,0.3144744726202745,0.9999999999999999,0.3185357254709725,0.12429982037088623
SNPS,0.2704602363515669,0.4205379686575969,0.3482662663542267,0.3469258795369943,0.3564777995927466,0.34761686701436406,0.30343827536364765,0.3808960345119289,0.11565439445919311,0.19014336280536157,0.41092738316709404,0.06454278903398726,0.31738713272426855,0.2823774313275505,0.40868971092634837,0.3675834639093095,0.30092449686559236,0.4359259743402341,0.7720024818094587,0.41238142979985815,0.502666776442788,0.2947282031677214,0.3185357254709725,1.0,0.14297582530421712
MRVI,0.13430728309444306,0.11058268080907936,0.1747460093659117,0.18791616133888978,0.1732678956393856,0.14635831819276182,0.12737694133564786,0.18155509485337432,0.1122708639965307,0.06004706830532764,0.15568690830366513,0.0901787472236733,0.3211274895782165,0.2022958115575724,0.12403656701206622,0.16399484628365968,0.11301607217784233,0.14146346278312258,0.13313694832533415,0.1454790083256741,0.1494331484815935,0.06567584500350365,0.12429982037088623,0.14297582530421712,1.0
