,ICE,ROP,MA,V,SPGI,TYL,MSCI,MCO,MKTX,TW,ADSK,6861.T,DHR,CSGP,ISRG,WDAY,VACNY,NOW,CDNS,TSM,ASML,FICO,FOUR,SNPS,MRVI
ADSK,0.025386378315283373,0.03216478130443092,0.03199140034211602,0.02747454730169119,0.037024125933644535,0.04647811126958743,0.04721265464865527,0.047357650871985145,0.025215189913039015,0.01936531226527804,0.10099297956876341,0.007138388537128298,0.03358391283084728,0.03908521924495789,0.048286772346033534,0.06702453180065647,0.03879053062127117,0.07286872861187779,0.06135546515977945,0.05194423999831604,0.06376629732108502,0.05885558621125021,0.06623756198015233,0.06074708181032409,0.039957849449162586
6861.T,0.0019360696068862972,0.00023602657037209376,0.006841388216544363,0.003848254519513429,0.006121187211081434,0.0001877340574326223,0.006269268783575045,0.007943062493138916,0.008891993458626063,0.004034784263404492,0.007138388537128298,0.10279699123438532,0.003782034061661629,0.0028729272937120845,0.0022283452274834653,0.006415506168575409,0.022408274118995333,0.009308338594679551,0.008995060356594498,0.010457041534557003,0.0053984142443425235,0.006111405748830797,0.008878130886348676,0.009626151109125724,0.023350641636814568
DHR,0.019289646768364685,0.024480933884079122,0.023699599102831353,0.02145144607141706,0.031219974261406276,0.02693715690784089,0.039512477395039936,0.03589483299268715,0.019042993070752696,0.015976950747031975,0.03358391283084728,0.003782034061661629,0.08197489888384453,0.03351869464596087,0.032636089832478246,0.0348337427851379,0.0321854813881219,0.039192320706227066,0.03793732239129828,0.03785896231740894,0.04137681388649597,0.033871537090513014,0.04163891140974927,0.04227119306695338,0.07425442652140694
CSGP,0.022838257789129235,0.027813139622330577,0.02371800245323291,0.021169284259185777,0.03208892931721971,0.03531744611249488,0.03637827924557989,0.03784508697878191,0.023210702734997285,0.014177463478193576,0.03908521924495789,0.0028729272937120845,0.03351869464596087,0.09363544492892296,0.035902899683791935,0.039575323984174175,0.022759434328615998,0.041857422381534545,0.03435019160481165,0.026096080458191773,0.03868942202976067,0.03996752151766355,0.0416162315419193,0.0401943368098998,0.049993259081938364
ISRG,0.022317364029105186,0.024404968707450174,0.028946846187771193,0.026005721649193705,0.03567538515219253,0.03450449002377632,0.04030076093679738,0.04251110153753801,0.008083403735405878,0.019573998275770305,0.048286772346033534,0.0022283452274834653,0.032636089832478246,0.035902899683791935,0.10079818845127249,0.04281597333003386,0.038971915104060444,0.05686040550481134,0.0522600107961439,0.04936285303748403,0.06275897353133904,0.05190929371973841,0.04941715254223164,0.06035799607738448,0.03180391034136657
WDAY,0.021897979353383338,0.03380367924479655,0.03274443915497358,0.03127299002165445,0.034253983633350346,0.049889115536650985,0.04412265590838777,0.04316064740447721,0.021904505740575772,0.022206429735808213,0.06702453180065647,0.006415506168575409,0.0348337427851379,0.039575323984174175,0.04281597333003386,0.13994658796803258,0.030075958891073742,0.08407880103257749,0.05919855608545783,0.04510268220998341,0.05322898602837449,0.05923808283893427,0.05846545259340441,0.06396639389263523,0.04954681893112573
VACNY,0.014265350795645249,0.019214111391294975,0.02013989507347276,0.01603343093138202,0.028202203590407617,0.0247841585086938,0.035358891987867666,0.037509659414597274,0.012165001527882711,0.014756733152889988,0.03879053062127117,0.022408274118995333,0.0321854813881219,0.022759434328615998,0.038971915104060444,0.030075958891073742,0.1979118913487106,0.04446145470249112,0.05810960422215104,0.06639174361128558,0.08987655477220803,0.04473587222948999,0.05329362295215781,0.06227421080740335,0.040605098971734616
NOW,0.025710172760554505,0.035767054681577586,0.032378208452079976,0.030710991834470784,0.04143038319138967,0.05418074087249584,0.05135595490688864,0.05118123541485399,0.021093975936061268,0.026879437949364284,0.07286872861187779,0.009308338594679551,0.039192320706227066,0.041857422381534545,0.05686040550481134,0.08407880103257749,0.04446145470249112,0.15025003018718508,0.0773012605290326,0.06599958343909997,0.07350611393664058,0.0699390760749419,0.07350589817656389,0.0786022133966264,0.04428493258767632
CDNS,0.021915331205641243,0.03404617093140211,0.028750134705507982,0.0269544552099901,0.03496506731980976,0.03742392587584054,0.04061089622046211,0.04292911212154582,0.01859212821302908,0.023575456947732717,0.06135546515977945,0.008995060356594498,0.03793732239129828,0.03435019160481165,0.0522600107961439,0.05919855608545783,0.05810960422215104,0.0773012605290326,0.12944394371970708,0.08184028131691044,0.0917046814363612,0.05062617917387786,0.07173076907935291,0.12920350918095222,0.038685114390777056
TSM,0.016142718386630756,0.022461733432399673,0.022847994571639593,0.020865589389509866,0.029147889858133012,0.03120540192850092,0.034957514315543434,0.03713557167279606,0.014637051089716599,0.02308764451363626,0.05194423999831604,0.010457041534557003,0.03785896231740894,0.026096080458191773,0.04936285303748403,0.04510268220998341,0.06639174361128558,0.06599958343909997,0.08184028131691044,0.15894889220501363,0.11561157768548005,0.047119633589524916,0.06444075005578642,0.07647906989925982,0.04684179229197617
ASML,0.021251826800604712,0.029714836463834722,0.030230106615301688,0.026219713795003128,0.036104178378966956,0.03950784287623487,0.04600411645935586,0.046597663823066904,0.014469106222013226,0.023303046773955543,0.06376629732108502,0.0053984142443425235,0.04137681388649597,0.03868942202976067,0.06275897353133904,0.05322898602837449,0.08987655477220803,0.07350611393664058,0.0917046814363612,0.11561157768548005,0.17805624876982235,0.05604611810553562,0.07116124167484364,0.09866736639404976,0.05092487550761812
FICO,0.02622396076908884,0.03432846606661623,0.03270365669147181,0.030947234667422264,0.0413425765510018,0.04396148324525289,0.045827451430109536,0.05498612457762213,0.021184001209102982,0.02688877688669041,0.05885558621125021,0.006111405748830797,0.033871537090513014,0.03996752151766355,0.05190929371973841,0.05923808283893427,0.04473587222948999,0.0699390760749419,0.05062617917387786,0.047119633589524916,0.05604611810553562,0.16314583554829973,0.06314695973709611,0.05537636410333643,0.021423877912577584
FOUR,0.027572836932876925,0.03209637547242701,0.03804822402464794,0.03685744266617052,0.04320060056787775,0.046053347860167716,0.04968429299470366,0.05237519063836244,0.03980743200124662,0.025503570796471083,0.06623756198015233,0.008878130886348676,0.04163891140974927,0.0416162315419193,0.04941715254223164,0.05846545259340441,0.05329362295215781,0.07350589817656389,0.07173076907935291,0.06444075005578642,0.07116124167484364,0.06314695973709611,0.2471485713843598,0.0736634313176677,0.04990613907489051
SNPS,0.02408026377671838,0.03829713577622784,0.033315345769922865,0.03212180814060827,0.038006271944339344,0.04602299915112571,0.04316427214597832,0.04611454027853176,0.019150810327501492,0.02340275941978193,0.06074708181032409,0.009626151109125724,0.04227119306695338,0.0401943368098998,0.06035799607738448,0.06396639389263523,0.06227421080740335,0.0786022133966264,0.12920350918095222,0.07647906989925982,0.09866736639404976,0.05537636410333643,0.0736634313176677,0.21638616483126452,0.053713292723039915
MRVI,0.020760941991236712,0.017483882152769446,0.029022168291273787,0.030207660561026133,0.03207233344014271,0.03364194995166994,0.031458249406716265,0.0381618611785808,0.03227615223352633,0.012831203141755303,0.039957849449162586,0.023350641636814568,0.07425442652140694,0.049993259081938364,0.03180391034136657,0.04954681893112573,0.040605098971734616,0.04428493258767632,0.038685114390777056,0.04684179229197617,0.05092487550761812,0.021423877912577584,0.04990613907489051,0.053713292723039915,0.652242116481946
